species,atpA,atpB,matK,rbcL,rps4,rps4-trnS,trnL-trnF,plastome,join_by,specimen_voucher,publication,outgroup
Asplenium_feei,NA,NA,NA,AF525267,NA,NA,AF525244,NA,publication,NA,phylogenetic and biosystematic relationships in four highly,FALSE
Asplenium_fibrillosum,NA,NA,NA,NA,NA,NA,JQ767830,NA,unjoined,NA,NA,FALSE
Asplenium_filidens,NA,NA,NA,KP774876,KP835431,KP835431,KP835396,NA,voucher,nc85,NA,FALSE
Asplenium_finlaysonianum,NA,NA,NA,EF418425,EF418428,EF418428,EF418335,NA,voucher,weltp21834,NA,FALSE
Asplenium_fissum,NA,NA,NA,AY300114,AY549775,AY549775,AY300061,NA,voucher,jermy22816,NA,FALSE
Asplenium_flabellifolium,NA,NA,NA,KP774850,KP835460,KP835460,KP851902,NA,voucher,djo185,NA,FALSE
Asplenium_flabellulatum,NA,MK826521,NA,NA,MK827598,MK827598,MK827627,NA,voucher,rothfels3713,NA,FALSE
Asplenium_flaccidum,NA,NA,NA,AY283228,EU250847,EU250847,AY538183,NA,voucher,weltp20501,NA,FALSE
Asplenium_fontanum,NA,NA,NA,KP899632,NA,KF923975,KP861413,NA,voucher,macb104527,NA,FALSE
Asplenium_foreziense,EF463594,EF463330,NA,EF463148,NA,NA,NA,NA,voucher,schuettpelz536,NA,FALSE
Asplenium_formosae,EF463595,EF463331,NA,EF463149,NA,NA,NA,NA,voucher,ranker2071,NA,FALSE
Asplenium_formosum,NA,NA,NA,AY300116,AY549796,AY549796,AY300063,NA,voucher,vogelazo34,NA,FALSE
Asplenium_fragrans,NA,MK826384,NA,MK826941,MK827451,MK827451,MK827945,NA,voucher,rothfels5048,NA,FALSE
Asplenium_gemmiferum,NA,NA,NA,AY300117,AY549819,AY549819,AY300064,NA,voucher,hemp9,NA,FALSE
Asplenium_gibberosum,NA,NA,NA,KP774924,KP851895,KP851895,KP835378,NA,voucher,djo395,NA,FALSE
Asplenium_goudeyi,NA,NA,NA,KP774856,KP835449,KP835449,KP835371,NA,voucher,djo280,NA,FALSE
Asplenium_griffithianum,NA,MK826153,NA,MK826639,MK827166,MK827166,MK827714,NA,voucher,xugz013,NA,FALSE
Asplenium_guangdongense,NA,NA,NA,MK826727,MK827255,MK827255,MK827782,NA,voucher,knapp3840,NA,FALSE
Asplenium_gueinzianum,NA,MK826079,NA,MK826576,MK827104,MK827104,MK827660,NA,voucher,xu165,NA,FALSE
Asplenium_hainanense,NA,MK826097,NA,MK826588,MK827125,MK827125,MK827677,NA,voucher,xu109,NA,FALSE
Asplenium_haleakalense,NA,MK826463,NA,MT657722,MK827534,MK827534,MK828011,NA,monophy,NA,NA,FALSE
Asplenium_hallbergii,NA,NA,NA,AY300118,NA,NA,NA,NA,unjoined,cultmrickardvogel350,Chloroplast phylogeny of asplenioid ferns based on rbcL and trnL-F,FALSE
Asplenium_hallii,NA,NA,NA,MN781344,NA,NA,NA,NA,unjoined,turtuomisto16793,Community phylogenetics at Jurua,FALSE
Asplenium_harmanii,NA,NA,NA,KP774866,KP835457,KP835457,KP835375,NA,voucher,djo343,NA,FALSE
Asplenium_harpeodes,EF463596,EF463332,NA,EF463150,NA,NA,NA,NA,voucher,schneidersn,NA,FALSE
Asplenium_hastatum,NA,MK826523,NA,GU929869,MK827600,MK827600,MK828051,NA,monophy,NA,NA,FALSE
Asplenium_haughtonii,NA,NA,NA,AF538321,NA,NA,AY158248,NA,voucher,cv930,NA,FALSE
Asplenium_haurakiense,NA,NA,NA,NA,NA,NA,AY283211,NA,unjoined,NA,NA,FALSE
Asplenium_hemionitis,NA,NA,NA,KP899633,NA,NA,KP861403,NA,voucher,macb107527,NA,FALSE
Asplenium_hemitomum,NA,NA,NA,GU929851,NA,NA,NA,NA,unjoined,rv8423,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_heterochroum,NA,NA,NA,AY549745,AY549799,AY549799,AY549849,NA,voucher,hughes42,NA,FALSE
Asplenium_heteroresiliens,NA,NA,NA,NA,NA,NA,AY549874,NA,unjoined,NA,NA,FALSE
Asplenium_hispanicum,NA,NA,NA,AY300119,AY549764,AY549764,AY300066,NA,voucher,vogelple1,NA,FALSE
Asplenium_hobdyi,NA,NA,NA,AY549736,AY549785,AY549785,AY549839,NA,voucher,ranker1806,NA,FALSE
Asplenium_holophlebium,NA,NA,NA,MW138124,NA,NA,NA,NA,unjoined,jhnitta763,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Asplenium_holosorum,NA,MK826302,NA,MK826805,MK827327,MK827327,MK827833,NA,voucher,zhang6414,NA,FALSE
Asplenium_horridum,NA,NA,NA,MT657744,NA,NA,NA,NA,unjoined,sperlman21458,Biogeography of Pacific pteridophytes in a global context,FALSE
Asplenium_hostmannii,NA,NA,NA,AY300120,NA,NA,AY300067,NA,voucher,boudrie3157,NA,FALSE
Asplenium_humbertii,NA,NA,NA,MK826849,MK827367,MK827367,MK827873,NA,voucher,zhang6304,NA,FALSE
Asplenium_hybridum,NA,NA,NA,AF240644,NA,NA,NA,NA,unjoined,NA,Phylogeny and biosystematic relationships of four subgenera in,FALSE
Asplenium_incisum,NA,MK826243,NA,MK826723,MK827251,MK827251,MK827777,NA,voucher,xu339,NA,FALSE
Asplenium_incurvatum,NA,MK826519,NA,MK827053,MK827596,MK827596,MK828049,NA,voucher,rothfels3611,NA,FALSE
Asplenium_insiticium,NA,NA,NA,KP774864,KP835463,KP835463,KP851903,NA,voucher,fiji21,NA,FALSE
Asplenium_insulanum,NA,MK826469,NA,NA,MK827540,MK827540,MK828016,NA,voucher,lorence9424,NA,FALSE
Asplenium_interjectum,NA,MK826194,NA,MK826673,MK827203,MK827203,MK827736,NA,voucher,xu2942,NA,FALSE
Asplenium_jahandiezii,NA,NA,NA,AY300121,NA,NA,NA,NA,unjoined,vogelja183exsporesexherbmboudrie,Chloroplast phylogeny of asplenioid ferns based on rbcL and trnL-F,FALSE
Asplenium_joellaui,NA,NA,NA,AY549742,AY549791,AY549791,AY549845,NA,voucher,wood7797,NA,FALSE
Asplenium_juglandifolium,JF832092,EF463333,JF832252,EF463151,NA,NA,NA,NA,voucher,schneidersn,NA,FALSE
Asplenium_kaulfussii,NA,NA,NA,MT657747,NA,NA,NA,NA,unjoined,krwood10953,Biogeography of Pacific pteridophytes in a global context,FALSE
Asplenium_keysserianum,NA,NA,NA,KP774936,KP835467,KP835467,KP835403,NA,voucher,mk13823,NA,FALSE
Asplenium_kiangsuense,NA,NA,NA,JX152738,JQ724309,JQ724309,JQ724224,NA,voucher,hitbc102303,NA,FALSE
Asplenium_kinabaluense,NA,MK826389,NA,MK826946,MK827456,MK827456,MK827949,NA,voucher,chen4594,NA,FALSE
Asplenium_kitazawae,NA,NA,NA,MK774635,NA,NA,NA,NA,unjoined,NA,Exploring natural hybridizations among Asplenium ruprechtii and,FALSE
Asplenium_komarovii,NA,NA,NA,NA,NA,NA,NA,MZ064529,NA,NA,NA,FALSE
Asplenium_laciniatum,NA,MK826349,NA,MK826903,MK827413,MK827413,MK827917,NA,voucher,zhang9248,NA,FALSE
Asplenium_lamprocaulon,NA,MK826498,NA,MK827048,MK827573,MK827573,MK828040,NA,voucher,rothfels2607,NA,FALSE
Asplenium_lamprophyllum,NA,NA,NA,AY283230,EU240021,EU240021,AY538185,NA,monophy,NA,NA,FALSE
Asplenium_laserpitiifolium,NA,MK826457,NA,MK827013,MK827528,MK827528,MK827613,NA,voucher,lorence10574,NA,FALSE
Asplenium_lepidotum,NA,NA,NA,NA,NA,NA,KX130780,NA,unjoined,NA,NA,FALSE
Asplenium_lepturus,NA,MK826272,NA,MK826774,MK827298,MK827298,NA,NA,voucher,zhang8695,NA,FALSE
Asplenium_lessinense,NA,NA,NA,GU586827,NA,NA,NA,NA,unjoined,rv9547,The base number of 'loxoscaphoid' Asplenium species and its,FALSE
Asplenium_linckii,NA,NA,NA,GU929847,NA,NA,NA,NA,unjoined,rv7688,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_listeri,NA,NA,NA,KP774934,KP851891,KP851891,KP639696,NA,voucher,agsn,NA,FALSE
Asplenium_lividum,NA,NA,NA,KF992432,NA,NA,NA,NA,unjoined,egrangaudpacocksn,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Asplenium_lobulatum,NA,MK826390,NA,MK826947,MK827457,MK827457,MK827950,NA,voucher,chen4718,NA,FALSE
Asplenium_lolegnamense,NA,NA,NA,AF538315,NA,NA,AY160998,NA,voucher,cv985,NA,FALSE
Asplenium_loxoscaphoides,NA,NA,NA,AY300122,NA,NA,AY300069,NA,voucher,hemp17,NA,FALSE
Asplenium_lunulatum,NA,NA,NA,AY549732,AY549771,AY549771,AY549835,NA,voucher,cultbotgardgoett,NA,FALSE
Asplenium_lyallii,NA,NA,NA,NA,NA,NA,AY538180,NA,unjoined,NA,NA,FALSE
Asplenium_macraei,NA,MK826458,NA,MK827014,MK827529,MK827529,MK828006,NA,voucher,wood16127,NA,FALSE
Asplenium_mannii,NA,NA,NA,AY300124,NA,NA,AY300071,NA,publication,NA,chloroplast phylogeny of asplenioid ferns based on rbcl and trnl-f,FALSE
Asplenium_marattioides,NA,NA,NA,KP774861,KP851889,KP851889,KP835365,NA,voucher,fiji187,NA,FALSE
Asplenium_marinum,EF463598,EF463334,NA,AF240647,AY549773,AY549773,AF240662,NA,monophy,NA,NA,FALSE
Asplenium_mauritiensis,NA,NA,NA,KF992433,NA,NA,NA,NA,unjoined,slindsay13,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Asplenium_micantifrons,NA,NA,NA,AB574861,NA,NA,NA,NA,unjoined,NA,Molecular species identification with rich floristic sampling: DNA,FALSE
Asplenium_micropaleatum,NA,MK826393,NA,MK826950,MK827460,MK827460,MK827953,NA,voucher,rothfels4835,NA,FALSE
Asplenium_milnei,NA,NA,NA,JF950801,EU240022,EU240022,EU240030,NA,monophy,NA,NA,FALSE
Asplenium_minutifolium,NA,NA,NA,LC147386,NA,NA,NA,NA,unjoined,fujpnt4736,"Asplenium minutifolium (Aspleniaceae), a new species from Thailand",FALSE
Asplenium_monanthes,NA,MK826493,NA,MK827043,MK827568,MK827568,MK828036,NA,voucher,grusz08145,NA,FALSE
Asplenium_montanum,NA,MK826489,NA,MK827039,MK827563,MK827563,MK828032,NA,voucher,rothfels4210,NA,FALSE
Asplenium_musifolium,NA,MK826396,NA,MK826953,MK827463,MK827463,MK827956,NA,voucher,chen4735,NA,FALSE
Asplenium_myriophyllum,NA,NA,NA,AY300127,AY549769,AY549769,NA,NA,voucher,morton25,NA,FALSE
Asplenium_neolaserpitiifolium,NA,MK826395,NA,MK826952,MK827462,MK827462,MK827955,NA,voucher,knapp3311,NA,FALSE
Asplenium_nidiforme,NA,NA,KT363971,KT363965,NA,NA,KT363983,NA,voucher,dong3933,NA,FALSE
Asplenium_nidus,NA,NA,NA,NA,NA,NA,NA,MT130687,NA,NA,NA,FALSE
Asplenium_nigrescens,NA,MK826392,NA,MK826949,MK827459,MK827459,MK827952,NA,voucher,chen4685,NA,FALSE
Asplenium_nigripes,NA,NA,NA,KX856360,KX856366,KX856366,KX856355,NA,monophy,NA,NA,FALSE
Asplenium_nitens,NA,NA,NA,GU929849,NA,NA,NA,NA,unjoined,rv8203,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_nitidum,NA,NA,NA,KP774881,KP835468,KP835468,KP835393,NA,voucher,mk13941,NA,FALSE
Asplenium_normale,NA,MK826399,NA,MK826956,MK827466,MK827466,MK827958,NA,voucher,zhang672,NA,FALSE
Asplenium_normaloides,NA,MK826308,NA,MK826811,MK827332,MK827332,MK827838,NA,voucher,zhang7736,NA,FALSE
Asplenium_novoguineense,NA,NA,NA,KP774942,KP835442,KP835442,KP639689,NA,voucher,mk13945,NA,FALSE
Asplenium_oblongifolium,NA,NA,NA,AY549749,AY549808,AY549808,AY549853,NA,voucher,cultnybg,NA,FALSE
Asplenium_obovatum,NA,NA,NA,KP899636,NA,KF923972,KP861400,NA,voucher,macb104528,NA,FALSE
Asplenium_obtusatum,NA,NA,NA,AY283232,EU240025,EU240025,AY538176,NA,voucher,weltp20510,NA,FALSE
Asplenium_octoploideum,NA,NA,NA,AF538316,NA,NA,AY161003,NA,voucher,cv709,NA,FALSE
Asplenium_oldhami,NA,MK826073,NA,MK826570,MK827098,MK827098,MK827654,NA,voucher,xusz001,NA,FALSE
Asplenium_oligolepidum,NA,NA,NA,KP774893,KP835445,KP835445,KP835361,NA,voucher,nc95,NA,FALSE
Asplenium_oligophlebium,NA,NA,NA,JX152751,JQ724310,JQ724310,JQ724225,NA,voucher,hitbc102404,NA,FALSE
Asplenium_onopteris,NA,MK826482,NA,MK827032,MK827556,MK827556,MK828025,NA,voucher,pokornyor1,NA,FALSE
Asplenium_pachychlamys,NA,MK826401,NA,MK826958,MK827469,MK827469,MK827961,NA,voucher,chen4712,NA,FALSE
Asplenium_paleaceum,NA,NA,NA,KP774941,KP218779,KP218779,KP218793,NA,voucher,djo316,NA,FALSE
Asplenium_palmeri,NA,MK826042,NA,MK826539,MK827064,MK827064,MK827617,NA,voucher,rothfels08025,NA,FALSE
Asplenium_parvifolium,NA,NA,NA,AF240640,NA,NA,NA,NA,unjoined,NA,Phylogeny and biosystematic relationships of four subgenera in,FALSE
Asplenium_paucivenosum,NA,NA,NA,NA,NA,NA,AF525260,NA,unjoined,NA,NA,FALSE
Asplenium_pauperequitum,NA,MK826419,NA,MK826977,MK827488,MK827488,MK827976,NA,voucher,chen4599,NA,FALSE
Asplenium_pearcei,NA,NA,NA,KJ628630,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Asplenium_pellucidum,NA,NA,NA,KP774853,KP835421,KP835421,KP835386,NA,voucher,djo299,NA,FALSE
Asplenium_peruvianum,NA,MK826535,NA,MK827061,MK827608,MK827608,MK827632,NA,voucher,rothfels3690,NA,FALSE
Asplenium_petiolulatum,NA,NA,NA,KF992437,NA,NA,NA,NA,unjoined,quansahq4829,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Asplenium_petrarchae,NA,NA,NA,AF525271,NA,NA,NA,NA,unjoined,NA,Phylogenetic and biosystematic relationships in four highly,FALSE
Asplenium_phillipsianum,NA,NA,NA,AF538320,NA,NA,AY164268,NA,voucher,cv975,NA,FALSE
Asplenium_phyllitidis,NA,MK826199,NA,MK826678,MK827208,MK827208,MK827741,NA,voucher,xu320,NA,FALSE
Asplenium_pifongiae,NA,NA,NA,KT868824,KT868830,KT868830,KT868826,NA,voucher,taifliyaungkuo4196,NA,FALSE
Asplenium_platyneuron,NA,MK826402,NA,MK826959,NA,NA,MK827963,NA,voucher,rothfels5236,NA,FALSE
Asplenium_pleurosorum,NA,NA,NA,KT626833,NA,NA,NA,NA,unjoined,chr474971,Phylogenetic Tree of New Zealand Vascular Genera,FALSE
Asplenium_polyodon,NA,NA,NA,KP774938,KP851892,KP851892,KP639698,NA,voucher,agsn,NA,FALSE
Asplenium_polyphyllum,NA,MK826045,NA,MK826540,MK827067,MK827067,MK827620,NA,voucher,grusz08146,NA,FALSE
Asplenium_praegracile,NA,NA,NA,AY300134,NA,NA,NA,NA,unjoined,hemp116,Chloroplast phylogeny of asplenioid ferns based on rbcL and trnL-F,FALSE
Asplenium_praemorsum,EF463604,EF463340,NA,EF463154,NA,NA,NA,NA,voucher,schuettpelz523,NA,FALSE
Asplenium_preussii,NA,NA,NA,GU929838,NA,NA,NA,NA,unjoined,rv8798,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_prolongatum,NA,NA,NA,NA,NA,NA,NA,KY427332,NA,NA,NA,FALSE
Asplenium_protensum,NA,NA,NA,AY300135,AY549825,AY549825,AY300082,NA,monophy,NA,NA,FALSE
Asplenium_protomajoricum,NA,NA,NA,NA,NA,NA,GU017744,NA,unjoined,NA,NA,FALSE
Asplenium_pseuderectum,NA,NA,NA,MW138234,NA,NA,NA,NA,unjoined,jhnitta765,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Asplenium_pseudolaserpitiifolium,NA,MK826102,NA,MK826593,MK827129,MK827129,MK827681,NA,voucher,xu120,NA,FALSE
Asplenium_pseudopraemorsum,NA,MK826130,NA,MK826618,MK827149,MK827149,MK827696,NA,voucher,xu264,NA,FALSE
Asplenium_pteridoides,NA,NA,NA,KP774852,KP835446,KP835446,KP835362,NA,voucher,nc179,NA,FALSE
Asplenium_pteropus,EF463605,EF463341,NA,EF463155,NA,NA,NA,NA,voucher,ranker1843,NA,FALSE
Asplenium_pulcherrimum,NA,MH109136,NA,MH109142,MH109148,MH109148,NA,NA,voucher,ttjgz015,NA,FALSE
Asplenium_pumilum,NA,NA,NA,KX856361,KX856367,KX856367,KX856356,NA,voucher,jl719,NA,FALSE
Asplenium_punjabense,NA,NA,NA,AF538318,NA,NA,AY162340,NA,voucher,tr7675,NA,FALSE
Asplenium_quaylei,NA,MK826467,NA,MT215991,MK827538,MK827538,MK828014,NA,monophy,NA,NA,FALSE
Asplenium_radicans,NA,NA,NA,GU929858,NA,NA,NA,NA,unjoined,rv10161,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_resiliens,NA,NA,NA,AY549746,AY549800,AY549800,AY549850,NA,voucher,shaw19,NA,FALSE
Asplenium_rhizophyllum,NA,MK826486,NA,MK827036,MK827560,MK827560,MK828029,NA,voucher,rothfels4057,NA,FALSE
Asplenium_richardii,NA,NA,NA,EF418427,EF418431,EF418431,EF418413,NA,voucher,weltp20515,NA,FALSE
Asplenium_ritoense,EF463607,EF463343,NA,AB574870,MK827171,MK827171,MK827717,NA,monophy,NA,NA,FALSE
Asplenium_ruprechtii,NA,NA,NA,AY300137,NA,NA,AY300084,NA,voucher,wardlowsn,NA,FALSE
Asplenium_ruta-muraria,NA,MK826483,NA,MK827033,MK827557,MK827557,MK828026,NA,voucher,rothfels3913,NA,FALSE
Asplenium_rutaceum,NA,NA,NA,MW138237,NA,NA,NA,NA,unjoined,jhnitta761,A taxonomic and molecular survey of the pteridophytes of the,FALSE
Asplenium_rutifolium,NA,MK826404,NA,MK826961,MK827472,MK827472,NA,NA,voucher,rothfels4673,NA,FALSE
Asplenium_sagittatum,NA,NA,NA,AF240646,NA,NA,NA,NA,unjoined,NA,Phylogeny and biosystematic relationships of four subgenera in,FALSE
Asplenium_salicifolium,NA,NA,NA,AY300139,NA,NA,AY300086,NA,publication,NA,chloroplast phylogeny of asplenioid ferns based on rbcl and trnl-f,FALSE
Asplenium_sampsonii,NA,MK826227,NA,MK826707,MK827236,MK827235,MK827764,NA,voucher,sysusn,NA,FALSE
Asplenium_sancti-christofori,NA,NA,NA,MH826896,NA,NA,NA,NA,unjoined,yawplantcr403,High specialization and limited structural change in,FALSE
Asplenium_sandersonii,NA,NA,NA,AF525274,NA,NA,NA,NA,unjoined,NA,Phylogenetic and biosystematic relationships in four highly,FALSE
Asplenium_sarelii,NA,NA,NA,NA,NA,NA,NA,KY427331,NA,NA,NA,FALSE
Asplenium_saxicola,NA,MK826126,NA,MK826614,MK827145,MK827145,MK827694,NA,voucher,xusn,NA,FALSE
Asplenium_scalare,NA,NA,NA,GU929830,NA,NA,NA,NA,unjoined,kh155,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_scandens,NA,NA,NA,KP774880,KP835413,KP835413,KP835350,NA,voucher,jk9024,NA,FALSE
Asplenium_schizophyllum,NA,MK826468,NA,MK827021,MK827539,MK827539,MK828015,NA,voucher,wood16319,NA,FALSE
Asplenium_scleroprium,NA,NA,NA,NA,EU560980,EU560980,NA,NA,voucher,weltp020516,NA,FALSE
Asplenium_scolopendrium,NA,NA,NA,AF240645,NA,NA,NA,NA,unjoined,NA,Phylogeny and biosystematic relationships of four subgenera in,FALSE
Asplenium_scortechinii,NA,MK826210,NA,MK826691,MK827220,MK827220,MK827752,NA,voucher,xu315,NA,FALSE
Asplenium_seelosii,NA,NA,NA,AY300140,NA,NA,AY300087,NA,publication,NA,chloroplast phylogeny of asplenioid ferns based on rbcl and trnl-f,FALSE
Asplenium_septentrionale,JF832093,JF832152,JF832254,JF832054,NA,NA,NA,NA,voucher,larsson11,NA,FALSE
Asplenium_serra,NA,MK826408,NA,MK826965,MK827476,MK827476,MK827965,NA,voucher,rothfels4886,NA,FALSE
Asplenium_serratifolium,NA,MH509431,NA,MH509433,MH509436,MH509436,MH509438,NA,voucher,zhang7614,NA,FALSE
Asplenium_serratum,NA,NA,NA,GU929844,NA,NA,NA,NA,unjoined,rv10607,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_serricula,NA,NA,NA,NA,MK827272,MK827272,MK827798,NA,voucher,knapp3312,NA,FALSE
Asplenium_sessilifolium,NA,MK826494,NA,MK827044,MK827569,MK827569,MK828037,NA,voucher,rothfels2638,NA,FALSE
Asplenium_setisectum,NA,NA,NA,KP774932,KP835466,KP835466,KP639688,NA,voucher,mk14048,NA,FALSE
Asplenium_setoi,NA,NA,NA,LC147024,NA,NA,NA,NA,unjoined,mak378833,Asymmetric hybrid formation revealed by artificial crossing,FALSE
Asplenium_shikokianum,NA,MK826177,NA,MK826655,MK827187,MK827187,NA,NA,voucher,weicsh15966,NA,FALSE
Asplenium_shimurae,NA,MK826451,NA,MK827009,NA,NA,MK828003,NA,voucher,wood16785,NA,FALSE
Asplenium_shuttleworthianum,NA,MK826462,NA,MK827017,MK827533,MK827533,MK828010,NA,voucher,lorence10578,NA,FALSE
Asplenium_simaoense,NA,MH109131,NA,MH109137,MH109143,MH109143,MH109149,NA,voucher,xkw3171,NA,FALSE
Asplenium_simii,NA,MK826492,NA,NA,MK827565,MK827565,MK828034,NA,voucher,peterbart1898,NA,FALSE
Asplenium_simplicifrons,NA,NA,NA,KP774909,KP835420,KP835420,KP835349,NA,voucher,djo251,NA,FALSE
Asplenium_smedsii,NA,NA,NA,AY300143,NA,NA,AY300090,NA,monophy,NA,NA,FALSE
Asplenium_soleirolioides,NA,NA,NA,NA,JQ767813,JQ767812,JQ767934,NA,monophy,NA,NA,FALSE
Asplenium_speluncae,NA,MK826420,NA,MK826978,MK827489,MK827489,MK827977,NA,voucher,wei6223,NA,FALSE
Asplenium_sphenotomum,NA,MK826470,NA,MK827022,MK827541,MK827541,MK828017,NA,voucher,wood14147,NA,FALSE
Asplenium_splendens,NA,MK826421,NA,MK826979,MK827490,MK827490,MK827978,NA,voucher,rothfels4671,NA,FALSE
Asplenium_stenolobum,NA,NA,NA,KP774859,KP851885,KP851885,KP835347,NA,voucher,fiji268,NA,FALSE
Asplenium_stoloniferum,NA,MK826422,NA,MK826980,MK827491,MK827491,MK827979,NA,voucher,rothfels4661,NA,FALSE
Asplenium_stuebelianum,NA,NA,NA,KJ628638,NA,NA,NA,NA,unjoined,NA,Phylogenetic relatedness within neotropical fern communities,FALSE
Asplenium_subcrenatum,NA,MK826348,NA,MK826902,MK827412,MK827412,MK827916,NA,voucher,zhang9250,NA,FALSE
Asplenium_subemarginatum,NA,NA,NA,KP774923,KP835447,KP835447,KP835360,NA,voucher,jk9026,NA,FALSE
Asplenium_subflexuosum,NA,NA,NA,KP774905,KP835414,KP835414,KP835377,NA,voucher,nc83,NA,FALSE
Asplenium_subglandulosum,NA,NA,NA,KP774860,KP835453,KP835453,KP851908,NA,voucher,djo208,NA,FALSE
Asplenium_sublaserpitiifolium,NA,MK826063,NA,MK826561,MK827088,MK827088,NA,NA,voucher,jl00263,NA,FALSE
Asplenium_sulcatum,NA,NA,NA,KF992441,NA,NA,NA,NA,unjoined,egrangaudsn,Evolutionary patterns in the assembly of fern diversity on the,FALSE
Asplenium_surrogatum,NA,NA,NA,EU240034,EU240024,EU240024,EU240029,NA,voucher,weltp22090,NA,FALSE
Asplenium_tenerrimum,NA,MK826044,NA,NA,MK827066,MK827066,MK827619,NA,voucher,rothfels08058,NA,FALSE
Asplenium_tenerum,NA,MK826357,NA,MK826911,MK827421,MK827421,MK827905,NA,voucher,zhang8324,NA,FALSE
Asplenium_tenuifolium,NA,MK826060,NA,MH109141,MH109147,MK827085,MH109153,NA,voucher,jl00361,NA,FALSE
Asplenium_theciferum,JF832094,JF832153,JF832255,JF832055,NA,NA,NA,NA,voucher,schuettpelz258,NA,FALSE
Asplenium_thunbergii,NA,NA,NA,KP774892,KP835429,KP835429,KP835352,NA,voucher,jk9108,NA,FALSE
Asplenium_trapezoideum,NA,MK826314,NA,MK826859,MK827376,MK827376,MK827882,NA,voucher,zhang7766,NA,FALSE
Asplenium_tricholepis,NA,NA,NA,AY549729,AY549761,AY549761,AY549832,NA,voucher,kessler12603,NA,FALSE
Asplenium_trichomanes,JF832095,EF463349,JF832256,EF463157,NA,NA,NA,NA,voucher,schuettpelz422,NA,FALSE
Asplenium_trigonopterum,NA,NA,NA,AB574880,NA,NA,NA,NA,unjoined,tns763893,Molecular species identification with rich floristic sampling: DNA,FALSE
Asplenium_triphyllum,NA,MK826525,NA,NA,MK827068,MK827068,MK827628,NA,monophy,NA,NA,FALSE
Asplenium_tripteropus,NA,MK826430,NA,MK826987,MK827500,MK827500,MK827984,NA,voucher,zhang652,NA,FALSE
Asplenium_uiryeongse,NA,NA,NA,MK774633,NA,NA,NA,NA,unjoined,NA,Exploring natural hybridizations among Asplenium ruprechtii and,FALSE
Asplenium_uniseriale,NA,MK826507,NA,NA,MK827582,MK827582,MK827616,NA,voucher,rothfels08118,NA,FALSE
Asplenium_unisorum,NA,NA,NA,AY549741,AY549790,AY549790,AY549844,NA,voucher,wood7706,NA,FALSE
Asplenium_variabile,NA,NA,NA,AY300146,NA,NA,AY300093,NA,voucher,mundy82,NA,FALSE
Asplenium_vespertinum,NA,MK826504,NA,MK827052,MK827579,MK827579,MK828045,NA,voucher,rothfels2554,NA,FALSE
Asplenium_vieillardii,NA,NA,NA,KP774911,KP835409,KP835409,KP835348,NA,voucher,nc9,NA,FALSE
Asplenium_viride,NA,MK826413,NA,MK826971,MK827482,MK827482,NA,NA,voucher,db12419,NA,FALSE
Asplenium_vittaeforme,NA,MK826433,NA,MK826990,MK827503,MK827503,MK827987,NA,voucher,chen4762,NA,FALSE
Asplenium_volkensii,NA,NA,NA,AY300148,NA,NA,AY300095,NA,monophy,NA,NA,FALSE
Asplenium_vulcanicum,NA,NA,NA,GU929829,NA,NA,NA,NA,unjoined,kh136,"Pectin-rich, helical cell wall thickenings of root cortical cells",FALSE
Asplenium_wilfordii,NA,NA,NA,AB574883,NA,NA,NA,NA,unjoined,tns763478,Molecular species identification with rich floristic sampling: DNA,FALSE
Asplenium_wrightii,NA,MK826154,NA,MK826640,MK827167,MK827167,MK827715,NA,voucher,xugx008,NA,FALSE
Asplenium_yoshinagae,NA,MK826242,NA,MK826722,MK827250,MK827250,MK827776,NA,voucher,zhang9735a,NA,FALSE
Astrolepis_cochisensis,MW057292,NA,NA,MW057268,NA,NA,NA,NA,voucher,windham3490,NA,FALSE
Astrolepis_crassifolia,MW057293,NA,NA,MW057269,NA,NA,NA,NA,voucher,windham494,NA,FALSE
Astrolepis_deltoidea,MW057294,NA,NA,MW057270,NA,NA,NA,NA,voucher,hatch279,NA,FALSE
Astrolepis_integerrima,NA,NA,NA,NA,EU831148,EU831148,EU831184,NA,voucher,duke391411,NA,FALSE
Astrolepis_laevis,MW057295,NA,NA,MW057271,NA,NA,NA,NA,voucher,yatskievychgastony89265,NA,FALSE
Astrolepis_obscura,MW057296,NA,NA,MW057272,NA,NA,NA,NA,voucher,perez3559,NA,FALSE
Astrolepis_sinuata,EU268724,EF452021,NA,EF452141,NA,NA,NA,NA,voucher,schuettpelz310,NA,FALSE
