species,seq_len_atpA,accession_atpA,seq_len_atpB,accession_atpB,seq_len_matK,accession_matK,seq_len_rbcL,accession_rbcL,seq_len_rps4,accession_rps4,seq_len_rps4-trnS,accession_rps4-trnS,seq_len_trnL-trnF,accession_trnL-trnF,total_seq_len,join_by,specimen_voucher,publication
Ceradenia_curvata,0,NA,720,KM218821,0,NA,879,KM218788,0,NA,0,NA,297,KM106054,1896,voucher,ijimenez1559,NA
Ceradenia_deltodon,0,NA,1272,KY711756,0,NA,1239,KY711930,0,NA,471,KY712257,278,KY711583,3260,voucher,rouhan1350,NA
Ceradenia_farinosa,0,NA,1128,KM218823,0,NA,1304,KM218790,0,NA,432,KM106124,286,KM106055,3150,voucher,davidneill11985,NA
Ceradenia_fucoides,0,NA,1179,GU476749,0,NA,1304,GU476907,0,NA,429,KM106125,304,GU476625,3216,voucher,sundue1766,NA
Ceradenia_intonsa,0,NA,1179,GU476750,0,NA,1304,GU476901,0,NA,0,NA,283,GU476626,2766,voucher,sunduevasco1321,NA
Ceradenia_intricata,0,NA,731,KM218833,0,NA,1304,KM218791,0,NA,431,KM106127,271,KM106056,2737,voucher,lehnert1108,NA
Ceradenia_jungermannioides,0,NA,1266,AY459454,0,NA,1311,AY460620,0,NA,0,NA,0,NA,2577,voucher,arsmith2576uc,NA
Ceradenia_kalbreyeri,0,NA,1179,GU476745,0,NA,1304,GU476887,0,NA,0,NA,295,GU476619,2778,voucher,sunduevasco1213,NA
Ceradenia_knightii,NA,NA,NA,NA,NA,NA,571,MK319106,NA,NA,NA,NA,NA,NA,571,unjoined,lellingerwhite1583,Taxonomic novelties in grammitid ferns (Polypodiaceae) from the
Ceradenia_kookenamae,0,NA,0,NA,0,NA,1205,MK319100,0,NA,0,NA,193,MK318998,1398,voucher,lellingerwhite1048,NA
Ceradenia_leucosora,0,NA,1272,KY711758,0,NA,1239,KY711933,0,NA,470,KY712260,287,KY711586,3268,voucher,rakotondrainibe6908,NA
Ceradenia_madidiense,0,NA,725,KM218834,0,NA,0,NA,0,NA,432,KM106129,294,KM106057,1451,voucher,ijimenez1089,NA
Ceradenia_meridensis,0,NA,0,NA,0,NA,567,MK319130,0,NA,0,NA,168,MK318999,735,voucher,evanslellinger271,NA
Ceradenia_pearcei,0,NA,1174,KM218822,0,NA,1304,KM218789,0,NA,432,KM106130,297,KM106058,3207,voucher,affuentesvillalobos13997,NA
Ceradenia_pilipes,1506,EF463804,1266,AY459456,0,NA,1311,AY460622,0,NA,0,NA,289,GU476621,4372,monophy,NA,NA
Ceradenia_sechellarum,0,NA,1272,KY711886,0,NA,1239,KY712060,0,NA,448,KY712378,261,KY711706,3220,voucher,senterre6122,NA
Ceradenia_spixiana,0,NA,1266,AY459457,0,NA,1311,AY460623,0,NA,0,NA,0,NA,2577,voucher,salino3008uc,NA
Ceratopteris_pteridoides,NA,NA,NA,NA,NA,NA,1245,AB059584,NA,NA,NA,NA,NA,NA,1245,unjoined,NA,Cryptic species in Ceratopteris thalictroides
Ceratopteris_richardii,0,NA,872,EU352269,0,NA,1298,EU352297,0,NA,0,NA,0,NA,2170,voucher,pkillip44595,NA
Ceratopteris_shingii,NA,NA,NA,NA,NA,NA,1245,MN316635,NA,NA,NA,NA,NA,NA,1245,unjoined,NA,"Ceratopteris shingii, a new species of Ceratopteris from Hainan,"
Ceratopteris_thalictroides,NA,NA,NA,NA,NA,NA,1282,KU744806,NA,NA,NA,NA,NA,NA,1282,unjoined,NA,Convergent evolution of fern-specific mitochondrial group II intron
Cerosora_argentea,NA,NA,NA,NA,NA,NA,1229,JX144889,NA,NA,NA,NA,NA,NA,1229,unjoined,hennequinr116,Towards a natural classification of Pteridaceae: inferring the
Cerosora_microphylla,940,KY053906,923,KY053907,0,NA,1277,KY053910,574,KY053901,362,KY053901,0,NA,4076,voucher,zhanglibing6818,NA
Cheilanthes_arequipensis,1732,MH170444,0,NA,0,NA,1292,MH170411,0,NA,0,NA,0,NA,3024,voucher,vanderwerff20479,NA
Cheilanthes_bergiana,1378,GU935471,0,NA,0,NA,1309,MH170412,536,GU935530,576,GU935530,0,NA,3799,monophy,NA,NA
Cheilanthes_bolborrhiza,1753,JQ855916,0,NA,0,NA,1309,JQ855928,0,NA,0,NA,0,NA,3062,voucher,breedlove64102,NA
Cheilanthes_buchtienii,0,NA,0,NA,0,NA,1266,MG593084,0,NA,0,NA,803,MG593111,2069,voucher,mmponce90,NA
Cheilanthes_capensis,1755,MH170451,0,NA,0,NA,1309,MH170413,571,GU935536,485,GU935536,0,NA,4120,monophy,NA,NA
Cheilanthes_contracta,1747,GU935478,0,NA,0,NA,1291,GU935519,571,GU935533,469,GU935533,909,GU935593,4987,voucher,weiserhardtwe065,NA
Cheilanthes_deltoidea,1753,GU935467,0,NA,0,NA,1231,GU935512,571,GU935537,495,GU935537,891,GU935605,4941,voucher,biota127270,NA
Cheilanthes_depauperata,1748,GU935476,0,NA,0,NA,1269,GU935516,564,GU935532,454,GU935532,886,GU935590,4921,voucher,weiserhardtwe200734,NA
Cheilanthes_dinteri,1754,MH170439,0,NA,0,NA,1308,MH170414,571,GU935527,571,GU935527,902,GU935582,5106,monophy,NA,NA
Cheilanthes_distans,1760,HM003025,0,NA,0,NA,1309,HM003029,0,NA,0,NA,0,NA,3069,voucher,schuettpelz320,NA
Cheilanthes_eckloniana,1747,JF937298,1265,JF935425,0,NA,1250,JF935343,571,JF980609,576,JF980609,934,JF980688,6343,monophy,NA,NA
Cheilanthes_ecuadorensis,1722,MH170433,0,NA,0,NA,1292,MH170415,0,NA,0,NA,0,NA,3014,voucher,madsen7940,NA
Cheilanthes_fractifera,1726,MK020109,0,NA,0,NA,1292,MK020118,0,NA,0,NA,0,NA,3018,voucher,ucusacasaunders353,NA
Cheilanthes_glutinosa,0,NA,0,NA,0,NA,1205,MG593088,0,NA,0,NA,395,MG593114,1600,voucher,ijimenez1928,NA
Cheilanthes_hastata,1753,GU935468,0,NA,0,NA,1309,GU935510,571,GU935538,484,GU935538,896,GU935612,5013,monophy,NA,NA
Cheilanthes_hieronymi,0,NA,0,NA,870,KT932744,1253,MG593090,580,MW245821,441,MW245821,748,MG593116,3892,monophy,NA,NA
Cheilanthes_hirta,1641,GU935474,0,NA,0,NA,757,GU935515,564,GU935531,461,GU935531,735,GU935589,4158,voucher,schelpe3120,NA
Cheilanthes_induta,1753,GU935465,0,NA,0,NA,1281,GU935501,564,GU935542,483,GU935542,895,GU935597,4976,voucher,weiserhardtwe200731,NA
Cheilanthes_involuta,0,NA,0,NA,0,NA,0,NA,474,GU935546,400,GU935546,0,NA,874,voucher,muggsn,NA
Cheilanthes_lasiophylla,1738,HM003028,0,NA,0,NA,1309,HM003032,0,NA,0,NA,0,NA,3047,voucher,greuter20743,NA
Cheilanthes_leachii,1595,GU935457,0,NA,0,NA,0,NA,456,GU935522,448,GU935522,872,GU935578,3371,voucher,hjbenson127,NA
Cheilanthes_leucopoda,1756,MK632494,0,NA,0,NA,1259,MK632706,0,NA,0,NA,0,NA,3015,voucher,dukerothfels2477i1,NA
Cheilanthes_marlothii,1754,GU935472,0,NA,0,NA,1206,GU935514,571,GU935541,469,GU935541,902,GU935586,4902,monophy,NA,NA
Cheilanthes_mathewsii,1740,MK632496,0,NA,0,NA,1220,MK632708,0,NA,0,NA,904,MN876719,3864,voucher,ucusacahforbessn,NA
Cheilanthes_micropteris,1744,MH170434,0,NA,1299,JX313627,1308,EF452145,0,NA,0,NA,0,NA,4351,voucher,deginani1363,NA
Cheilanthes_multifida,1754,GU935464,0,NA,0,NA,1295,GU935500,571,GU935544,478,GU935544,869,GU935596,4967,voucher,we064,NA
Cheilanthes_namaquensis,1752,GU935480,0,NA,0,NA,1271,GU935492,564,GU935528,480,GU935528,859,GU935583,4926,voucher,weiserhardtwe200735,NA
Cheilanthes_nudiuscula,0,NA,0,NA,859,KP050477,1198,KP126968,540,KP126989,456,KP126989,418,KP085529,3471,voucher,m2013010503,NA
Cheilanthes_obducta,1756,MH170449,0,NA,0,NA,1309,MH170418,0,NA,0,NA,0,NA,3065,voucher,nee51199,NA
Cheilanthes_pantanalensis,0,NA,0,NA,0,NA,1250,MW245818,0,NA,298,MW245824,268,MG593120,1816,voucher,eassis1002,NA
Cheilanthes_parviloba,1755,MH170440,0,NA,0,NA,1309,MH170419,584,DQ914158,463,GU935534,897,GU935591,5008,monophy,NA,NA
Cheilanthes_pentagona,0,NA,0,NA,0,NA,0,NA,565,GU935551,489,GU935551,0,NA,1054,voucher,schelpe4820,NA
Cheilanthes_peruviana,0,NA,0,NA,0,NA,619,MW245819,0,NA,0,NA,512,MW245812,1131,voucher,ijimenez6719,NA
Cheilanthes_pilosa,1748,MH170437,0,NA,0,NA,1309,MH170420,0,NA,0,NA,0,NA,3057,voucher,fuentes10353,NA
Cheilanthes_poeppigiana,0,NA,0,NA,848,KT932743,1199,MG593095,0,NA,0,NA,676,MG593122,2723,monophy,NA,NA
Cheilanthes_quadripinnata,1753,GU935484,0,NA,0,NA,1345,GU935496,564,GU935550,580,GU935550,0,NA,4242,monophy,NA,NA
Cheilanthes_robusta,1754,GU935466,0,NA,0,NA,1317,GU935507,571,GU935535,498,GU935535,920,GU935609,5060,monophy,NA,NA
Cheilanthes_rufopunctata,1755,MH170448,0,NA,1293,JX313628,1309,JX313528,0,NA,0,NA,549,MG593124,4906,monophy,NA,NA
Cheilanthes_sarmientoi,0,NA,0,NA,0,NA,1245,MG593098,580,MW245825,455,MW245825,793,MG593125,3073,voucher,mmponce112,NA
Cheilanthes_scariosa,0,NA,0,NA,0,NA,1155,MG593099,0,NA,0,NA,780,MG593126,1935,voucher,ilinneodenriques824,NA
Cheilanthes_schimperi,1733,MH170450,0,NA,0,NA,1292,MH170410,0,NA,0,NA,0,NA,3025,voucher,luwiika637,NA
Cheilanthes_sieberi,1760,MH170452,1111,GU136773,0,NA,1309,MH170423,566,EU831154,470,EU831154,356,EU831190,5572,monophy,NA,NA
Cheilanthes_skinneri,0,NA,0,NA,0,NA,0,NA,588,DQ914159,521,DQ914159,346,DQ914231,1455,publication,NA,investigating the monophyly of pellaea (pteridaceae) in the context
Cheilanthes_squamosa,1754,MH170441,0,NA,0,NA,1309,MH170424,573,MW245826,452,MW245826,803,MG593127,4891,monophy,NA,NA
Cheilanthes_tenuifolia,1766,MH170453,0,NA,0,NA,1309,MH170425,0,NA,0,NA,0,NA,3075,voucher,grusz1,NA
Cheilanthes_viridis,1742,GU935487,0,NA,0,NA,1263,GU935495,564,GU935548,482,GU935548,884,GU935602,4935,voucher,schelpe2959,NA
Cheiloplecton_rigidum,1732,EU268739,0,NA,0,NA,1309,EU268789,0,NA,0,NA,0,NA,3041,voucher,yatskievychgastony89284,NA
Cheiroglossa_palmata,0,NA,0,NA,783,AB716733,1321,AY138421,0,NA,0,NA,0,NA,2104,monophy,NA,NA
Cheiropleuria_bicuspis,NA,NA,NA,NA,NA,NA,1250,AB042573,NA,NA,NA,NA,NA,NA,1250,unjoined,kato,Taxonomic Studies of Cheiropleuria (Dipteridaceae) with Description
Cheiropleuria_integrifolia,1505,EF463661,1150,AY612692,0,NA,1298,EU352298,600,AY612654,222,AY612654,0,NA,4775,voucher,yokoyama27619,NA
Cheiropleuria_parva,NA,NA,NA,NA,NA,NA,1250,AB042572,NA,NA,NA,NA,NA,NA,1250,unjoined,murakami,Taxonomic Studies of Cheiropleuria (Dipteridaceae) with Description
Chingia_longissima,1506,EF463887,1278,EF463547,0,NA,1308,EF463291,569,AF425163,495,AF425163,350,AF425126,5506,voucher,game99270,NA
Christella_acuminata,NA,NA,NA,NA,NA,NA,1206,D43919,NA,NA,NA,NA,NA,NA,1206,unjoined,NA,"Phylogeny of the lady fern group, tribe Physematieae"
Christella_arida,0,NA,0,NA,0,NA,1268,JN572317,540,JN572158,438,JN572158,282,JN572234,2528,voucher,pesn410,NA
Christella_boninensis,NA,NA,NA,NA,NA,NA,1205,AB575012,NA,NA,NA,NA,NA,NA,1205,unjoined,tns765140,Molecular species identification with rich floristic sampling: DNA
Christella_calvescens,0,NA,0,NA,0,NA,1258,JN572318,540,JN572159,439,JN572159,281,JN572235,2518,voucher,pe61,NA
Christella_conspersa,0,NA,0,NA,0,NA,0,NA,556,KT805095,537,KT805095,836,KT805020,1929,voucher,tealmeida1943,NA
Christella_crinipes,0,NA,0,NA,0,NA,1268,JN572320,540,JN572161,438,JN572161,283,JN572237,2529,monophy,NA,NA
Christella_dentata,1747,JF832144,1278,EF463540,1329,JF832290,1308,EF463284,0,NA,0,NA,0,NA,5662,voucher,schuettpelz607,NA
Christella_hispidula,NA,NA,NA,NA,NA,NA,1253,KF992453,NA,NA,NA,NA,NA,NA,1253,unjoined,egrangaudsn,Evolutionary patterns in the assembly of fern diversity on the
Christella_jaculosa,NA,NA,NA,NA,NA,NA,1205,AB575026,NA,NA,NA,NA,NA,NA,1205,unjoined,tns764228,Molecular species identification with rich floristic sampling: DNA
Christella_jinghongensis,NA,NA,NA,NA,NA,NA,1249,LC496643,NA,NA,NA,NA,NA,NA,1249,unjoined,hitbctfujiwara2018092035,Resolving the Enigma of Fern Genome Evolution: from Genomic
Christella_latipinna,0,NA,0,NA,0,NA,1268,JN572322,540,JN572162,438,JN572162,282,JN572239,2528,voucher,pe5453,NA
Christella_molliuscula,0,NA,0,NA,0,NA,1268,JN572323,538,JN572163,438,JN572163,280,JN572240,2524,voucher,pe5078,NA
Christella_nanxiensis,0,NA,0,NA,0,NA,1268,JN572324,540,JN572164,436,JN572164,280,JN572241,2524,voucher,pe80945,NA
Christella_papilio,0,NA,0,NA,0,NA,1268,JN572327,540,JN572166,439,JN572166,281,JN572244,2528,voucher,pe1899,NA
Christella_parasitica,0,NA,0,NA,0,NA,1268,JN572328,540,JN572167,438,JN572167,281,JN572245,2527,voucher,pe2566,NA
Christella_scaberula,0,NA,0,NA,0,NA,1268,JN572330,540,JN572169,438,JN572169,281,JN572247,2527,voucher,pesn514,NA
Christella_subelata,0,NA,0,NA,0,NA,1268,JN572331,0,NA,0,NA,282,JN572248,1550,voucher,pe5629,NA
Christella_subpubescens,0,NA,0,NA,0,NA,0,NA,556,KT805099,535,KT805099,838,KT805024,1929,voucher,eschuettpelz904,NA
Christensenia_aesculifolia,0,NA,1214,EU439057,0,NA,1320,EU439079,563,EU439102,534,EU439102,0,NA,3631,voucher,murdock354ucinculthsu,NA
Chrysogrammitis_glandulosa,0,NA,1193,JF514082,0,NA,1285,JF514014,0,NA,0,NA,301,JF514048,2779,voucher,ranker2195,NA
Chrysogrammitis_musgraviana,0,NA,1172,KM218825,0,NA,1304,KM218797,0,NA,427,KM106132,306,KM106059,3209,voucher,sundue2234,NA
Cibotium_arachnoideum,931,JX485654,1304,JX485655,0,NA,390,JX485690,0,NA,0,NA,0,NA,2625,voucher,ranker2010,NA
Cibotium_barometz,1104,AM176429,1189,AM176589,0,NA,1234,AM177328,567,AM176485,225,AM176485,980,JX485682,5299,voucher,larsen46302,NA
Cibotium_chamissoi,1506,AM176430,1482,AM176590,0,NA,1308,AM177329,596,AM176486,225,AM176486,992,JX485683,6109,voucher,morter2,NA
Cibotium_cumingii,0,NA,1247,JX485656,0,NA,1136,JX485691,0,NA,0,NA,397,JX485684,2780,voucher,ranker2070,NA
Cibotium_glaucum,NA,NA,NA,NA,NA,NA,1316,U05913,NA,NA,NA,NA,NA,NA,1316,unjoined,NA,Phylogenetic relationships of dennstaedtioid ferns: evidence from
Cibotium_menziesii,0,NA,1247,JX485657,0,NA,1218,JX485692,0,NA,0,NA,395,JX485686,2860,voucher,ranker1996,NA
Cibotium_nealiae,789,AM176432,1482,AM176592,0,NA,1158,AM177330,603,AM176488,225,AM176488,0,NA,4257,voucher,fagerlindandskottsberg6494,NA
Cibotium_regale,0,NA,0,NA,0,NA,1356,KY684762,0,NA,0,NA,426,KY684806,1782,voucher,sramirezbsn,NA
Cibotium_schiedei,1514,AM176433,1482,AM176593,0,NA,1309,AM177331,603,AM176489,225,AM176489,997,JX485689,6130,monophy,NA,NA
Claytosmunda_claytoniana,1680,EF588678,462,EF588722,0,NA,1308,EF588700,600,EF588764,403,EF588764,194,EF588810,4647,voucher,snemoto99307,NA
Cleistoblechnum_eburneum,1713,MG183662,1215,MG183431,796,MG183350,1206,MG183277,582,JN168071,624,JN168071,771,MG183577,6907,monophy,NA,NA
Cochlidium_jungens,0,NA,0,NA,0,NA,621,MK319131,0,NA,0,NA,312,MK319000,933,voucher,proctor40989,NA
Cochlidium_linearifolium,0,NA,0,NA,0,NA,1336,MK319103,0,NA,0,NA,315,MK319002,1651,monophy,NA,NA
Cochlidium_punctatum,0,NA,543,JF514057,0,NA,1311,AY460625,0,NA,0,NA,279,GU476631,2133,monophy,NA,NA
Cochlidium_rostratum,0,NA,491,AY459459,0,NA,1311,AY460626,0,NA,0,NA,0,NA,1802,monophy,NA,NA
Cochlidium_seminudum,0,NA,1266,AY459460,0,NA,1311,AY460627,0,NA,0,NA,0,NA,2577,voucher,srhill29102anovoucherbutseehill27921illsatrcvt,NA
Cochlidium_serrulatum,0,NA,1272,KY711765,0,NA,1239,KY711940,0,NA,324,KY712267,267,KY711592,3102,voucher,rouhan172,NA
Coniogramme_affinis,NA,NA,NA,NA,NA,NA,529,KY014873,NA,NA,NA,NA,NA,NA,529,unjoined,NA,NA
Coniogramme_fraxinea,1514,AM176470,0,NA,0,NA,1309,AM177359,600,AM176514,139,AM176514,0,NA,3562,voucher,douglas50,NA
Coniogramme_gracilis,NA,NA,NA,NA,NA,NA,1205,AB574810,NA,NA,NA,NA,NA,NA,1205,unjoined,tns766455,Molecular species identification with rich floristic sampling: DNA
Coniogramme_intermedia,0,NA,572,KC700191,0,NA,1309,KC700113,573,KC700230,564,KC700230,0,NA,3018,voucher,schuettpelz1052a,NA
Coniogramme_japonica,0,NA,572,KC700189,0,NA,1309,KC700111,573,KC700228,515,KC700228,0,NA,2969,voucher,schuettpelz386,NA
Coniogramme_procera,NA,NA,NA,NA,NA,NA,1253,LC496732,NA,NA,NA,NA,NA,NA,1253,unjoined,hitbcmeg18y44,Resolving the Enigma of Fern Genome Evolution: from Genomic
Coniogramme_suprapilosa,NA,NA,NA,NA,NA,NA,1253,LC496733,NA,NA,NA,NA,NA,NA,1253,unjoined,hitbcmeg18y175,Resolving the Enigma of Fern Genome Evolution: from Genomic
Coniogramme_wilsonii,0,NA,0,NA,0,NA,1309,KC700115,563,KC700232,562,KC700232,0,NA,2434,voucher,hieucpc1240,NA
Cornopteris_banajaoensis,NA,NA,NA,NA,NA,NA,1205,AB574934,NA,NA,NA,NA,NA,NA,1205,unjoined,tns761633,Molecular species identification with rich floristic sampling: DNA
Cornopteris_christenseniana,NA,NA,NA,NA,NA,NA,1205,LC484394,NA,NA,NA,NA,NA,NA,1205,unjoined,tns1112378,An update and reassessment of fern and lycophyte diversity data in
Cornopteris_crenulatoserrulata,1701,MG183663,1215,MG183432,796,MG183351,1206,MG183278,546,MG183503,565,MG183503,775,MG183578,6804,voucher,zhangxc6875,NA
Cornopteris_decurrentialata,1753,JF832104,1282,JF832159,906,JF832263,1309,JF832061,0,NA,0,NA,0,NA,5250,voucher,schuettpelz1215a,NA
Cornopteris_opaca,0,NA,0,NA,1326,KX656057,1205,LC495480,0,NA,0,NA,861,KX656170,3392,monophy,NA,NA
Coryphopteris_angulariloba,NA,NA,NA,NA,NA,NA,1204,AB575008,NA,NA,NA,NA,NA,NA,1204,unjoined,tns764017,Molecular species identification with rich floristic sampling: DNA
Coryphopteris_castanea,NA,NA,NA,NA,NA,NA,1205,AB575014,NA,NA,NA,NA,NA,NA,1205,unjoined,tns759279,Molecular species identification with rich floristic sampling: DNA
Coryphopteris_chinensis,0,NA,0,NA,0,NA,1267,JN572334,540,JN572172,422,JN572172,283,JN572251,2512,voucher,pe6028,NA
Coryphopteris_hirsutipes,0,NA,0,NA,0,NA,0,NA,540,JN572173,422,JN572173,282,JN572252,1244,voucher,pe064,NA
Coryphopteris_japonica,0,NA,0,NA,0,NA,1268,JN572335,540,JN572174,478,JN572174,283,JN572253,2569,voucher,pe3605,NA
Coryphopteris_marquesensis,NA,NA,NA,NA,NA,NA,1309,MT215999,NA,NA,NA,NA,NA,NA,1309,unjoined,usschuettpelz1938,The Evolution of Overrepresentation: exploring the biogeography of
Coryphopteris_musashiensis,NA,NA,NA,NA,NA,NA,1205,AB575031,NA,NA,NA,NA,NA,NA,1205,unjoined,tns776398,Molecular species identification with rich floristic sampling: DNA
Coryphopteris_nigrescens,0,NA,0,NA,0,NA,1265,JN572336,540,JN572175,420,JN572175,283,JN572254,2508,voucher,pe6029,NA
Coryphopteris_nipponica,0,NA,0,NA,0,NA,1268,JN572357,540,JN572195,471,JN572195,0,NA,2279,voucher,pe5449,NA
Coryphopteris_pectiniformis,0,NA,0,NA,0,NA,0,NA,507,KT805111,621,KT805111,797,KT805025,1925,voucher,eschuettpelz754,NA
Coryphopteris_petelotii,0,NA,0,NA,0,NA,1268,JN572337,540,JN572176,422,JN572176,283,JN572255,2513,voucher,pe6009,NA
Coryphopteris_quaylei,NA,NA,NA,NA,NA,NA,1309,MT216003,NA,NA,NA,NA,NA,NA,1309,unjoined,us01015218,The Evolution of Overrepresentation: exploring the biogeography of
Coryphopteris_seemannii,1741,JF832105,1278,EF463556,1326,JF832264,1308,EF463300,512,AH011224,281,AH011224,365,AF425129,6811,monophy,NA,NA
Coryphopteris_simulata,NA,NA,NA,NA,NA,NA,675,MH625920,NA,NA,NA,NA,NA,NA,675,unjoined,fawcett593vt,Evolution of Perine Morphology in Thelypteridaceae
Cosentinia_vellea,1717,KM007560,1171,KM007677,0,NA,1309,KJ416328,571,KM007790,521,KJ416355,572,KM008017,5861,voucher,larsson55,NA
Cranfillia_bakeri,0,NA,0,NA,0,NA,1252,MT521072,570,MT521076,623,MT521076,859,MT521080,3304,voucher,janssen2665,NA
Cranfillia_caudata,0,NA,0,NA,0,NA,1181,KU898630,542,KU898573,610,KU898573,843,KU898686,3176,monophy,NA,NA
Cranfillia_fluviatilis,0,NA,0,NA,0,NA,1288,KJ398412,570,KJ398408,634,KJ398408,858,KJ398410,3350,voucher,weltp021189,NA
Cranfillia_fullagari,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,391,JF950939,391,unjoined,NA,NA
Cranfillia_hirsuta,0,NA,0,NA,0,NA,1262,KF975792,570,KF975748,600,KF975748,862,KF975718,3294,voucher,weltp026074,NA
Cranfillia_nigra,0,NA,0,NA,0,NA,1193,KF975800,544,KF975756,478,KF975756,859,DQ683400,3074,monophy,NA,NA
Cranfillia_opaca,0,NA,0,NA,0,NA,1262,KF975805,570,KF975761,604,KF975761,868,KF975725,3304,voucher,weltp026070,NA
Cranfillia_pilosa,0,NA,0,NA,0,NA,1248,KF975809,570,KF975765,622,KF975765,835,KF975728,3275,voucher,weltp023771,NA
Cranfillia_sampaioana,0,NA,0,NA,0,NA,1181,KU898629,542,KU898572,533,KU898572,855,KU898685,3111,monophy,NA,NA
Cranfillia_vulcanica,0,NA,0,NA,0,NA,1292,KJ170825,570,KJ170798,644,KJ170798,849,KJ170852,3355,voucher,melusn,NA
Crepidomanes_africanum,NA,NA,NA,NA,NA,NA,1206,AB479147,NA,NA,NA,NA,NA,NA,1206,unjoined,personalrhebantmaurirm1415,New insights into the systematics and evolution of the filmy fern
Crepidomanes_aphlebioides,NA,NA,NA,NA,NA,NA,1199,AB257454,NA,NA,NA,NA,NA,NA,1199,unjoined,smatsumoto351,A global molecular phylogeny of the fern genus Trichomanes
Crepidomanes_bipunctatum,1464,EF463742,1278,EF463451,0,NA,1308,EF463227,0,NA,0,NA,0,NA,4050,voucher,hennequin20029,NA
Crepidomanes_bonapartei,NA,NA,NA,NA,NA,NA,1206,AB479125,NA,NA,NA,NA,NA,NA,1206,unjoined,personalfrakotondrainibe6255,New insights into the systematics and evolution of the filmy fern
Crepidomanes_chevalieri,NA,NA,NA,NA,NA,NA,1206,KF041483,NA,NA,NA,NA,NA,NA,1206,unjoined,thoroldcp2,New insights into the systematics and evolution of the filmy fern
Crepidomanes_christii,NA,NA,NA,NA,NA,NA,1206,AB257466,NA,NA,NA,NA,NA,NA,1206,unjoined,ebihara000226038,A global molecular phylogeny of the fern genus Trichomanes
Crepidomanes_clarenceanum,NA,NA,NA,NA,NA,NA,1206,KF041484,NA,NA,NA,NA,NA,NA,1206,unjoined,merciersn,New insights into the systematics and evolution of the filmy fern
Crepidomanes_draytonianum,NA,NA,NA,NA,NA,NA,1309,MT657811,NA,NA,NA,NA,NA,NA,1309,unjoined,krwood17399,Biogeography of Pacific pteridophytes in a global context
Crepidomanes_fallax,NA,NA,NA,NA,NA,NA,1206,AB479129,NA,NA,NA,NA,NA,NA,1206,unjoined,personalfrakotondrainibe6467,New insights into the systematics and evolution of the filmy fern
Crepidomanes_frappieri,NA,NA,NA,NA,NA,NA,1204,KF041485,NA,NA,NA,NA,NA,NA,1204,unjoined,robert1290,New insights into the systematics and evolution of the filmy fern
Crepidomanes_grande,NA,NA,NA,NA,NA,NA,1309,MT657841,NA,NA,NA,NA,NA,NA,1309,unjoined,dhlorence9972,Biogeography of Pacific pteridophytes in a global context
Crepidomanes_humile,NA,NA,NA,NA,NA,NA,1309,MT657817,NA,NA,NA,NA,NA,NA,1309,unjoined,krwood16908,Biogeography of Pacific pteridophytes in a global context
Crepidomanes_inopinatum,NA,NA,NA,NA,NA,NA,1206,AB257463,NA,NA,NA,NA,NA,NA,1206,unjoined,frakotondrainibe6261,A global molecular phylogeny of the fern genus Trichomanes
Crepidomanes_intermedium,NA,NA,NA,NA,NA,NA,1309,MT657843,NA,NA,NA,NA,NA,NA,1309,unjoined,krwood17067,Biogeography of Pacific pteridophytes in a global context
Crepidomanes_intramarginale,NA,NA,NA,NA,NA,NA,1206,KF041487,NA,NA,NA,NA,NA,NA,1206,unjoined,tsutsumisn,New insights into the systematics and evolution of the filmy fern
Crepidomanes_intricatum,0,NA,0,NA,0,NA,1206,AB378491,250,AB378495,523,AB378495,0,NA,1979,voucher,tnsdrfarrar0601060206010604,NA
Crepidomanes_kurzii,NA,NA,NA,NA,NA,NA,1238,EU122970,NA,NA,NA,NA,NA,NA,1238,unjoined,jnitta052,Exploring the utility of three plastid loci for biocoding the filmy
Crepidomanes_latealatum,NA,NA,NA,NA,NA,NA,1403,AB083291,NA,NA,NA,NA,NA,NA,1403,unjoined,ebihara99120502,"Hymenophyllum paniense (Hymenophyllaceae), A New Species of Filmy"
Crepidomanes_latemarginale,NA,NA,NA,NA,NA,NA,1238,EU122971,NA,NA,NA,NA,NA,NA,1238,unjoined,uc1622589,Exploring the utility of three plastid loci for biocoding the filmy
Crepidomanes_longilabiatum,NA,NA,NA,NA,NA,NA,1206,AB479132,NA,NA,NA,NA,NA,NA,1206,unjoined,personalfrakotondrainibe1860,New insights into the systematics and evolution of the filmy fern
Crepidomanes_makinoi,NA,NA,NA,NA,NA,NA,1205,AB574709,NA,NA,NA,NA,NA,NA,1205,unjoined,tns776936,Molecular species identification with rich floristic sampling: DNA
Crepidomanes_melanotrichum,NA,NA,NA,NA,NA,NA,1206,AB479133,NA,NA,NA,NA,NA,NA,1206,unjoined,personalcrebbiiicc1,New insights into the systematics and evolution of the filmy fern
Crepidomanes_mettenii,NA,NA,NA,NA,NA,NA,1206,AB479148,NA,NA,NA,NA,NA,NA,1206,unjoined,personalrhebantmaurisn,New insights into the systematics and evolution of the filmy fern
Crepidomanes_parvulum,NA,NA,NA,NA,NA,NA,1309,MT657814,NA,NA,NA,NA,NA,NA,1309,unjoined,krwood17064,Biogeography of Pacific pteridophytes in a global context
